X,Y,Theta
151,0,-1.04719
144,20,-3.14159
116,6,-1.04719
115,31,9.81064e-06
74,38,-1.04719
176,79,9.81064e-06
112,40,9.81064e-06
105,50,-3.14159
94,22,-1.04719
109,76,9.81064e-06
41,54,-2.09439
23,85,-1.04719
31,41,2.09441
143,1,3.14159
7,26,-1.04719
128,26,2.09441
9,78,1.04721
1,50,3.14159
68,64,-1.04719
53,47,-3.14159
30,53,2.09441
20,43,3.14159
72,2,9.81064e-06
121,41,2.09441
132,59,-1.04719
65,62,-3.14159
44,53,3.14159
132,79,-1.04719
68,42,3.14159
128,79,9.81064e-06
34,64,-1.04719
179,7,2.09441
76,81,-1.04719
73,35,9.81064e-06
28,83,2.09441
90,73,-2.09439
58,22,-2.09439
14,49,3.14159
63,7,1.04721
128,31,2.09441
84,79,-2.09439
117,88,1.04721
97,59,2.09441
160,55,2.09441
70,69,-3.14159
66,40,-1.04719
52,4,2.09441
75,36,3.14159
43,43,2.09441
69,34,1.04721
19,52,-1.04719
52,38,-1.04719
8,66,-3.14159
134,9,-3.14159
150,29,-1.04719
158,30,-1.04719
11,34,1.04721
168,56,2.09441
102,51,2.09441
67,58,9.81064e-06
169,46,-1.04719
13,69,1.04721
166,76,-3.14159
128,23,-1.04719
82,68,-3.14159
41,54,9.81064e-06
102,70,9.81064e-06
66,89,-1.04719
31,66,2.09441
125,67,-2.09439
36,3,-2.09439
113,11,9.81064e-06
169,2,-2.09439
154,1,9.81064e-06
2,61,9.81064e-06
96,60,-3.14159
67,14,1.04721
134,34,-3.14159
117,0,1.04721
83,31,-3.14159
135,5,9.81064e-06
5,44,3.14159
170,55,-1.04719
93,81,9.81064e-06
147,54,-2.09439
15,22,-3.14159
83,27,1.04721
59,36,-2.09439
18,26,-1.04719
15,24,1.04721
43,49,1.04721
90,84,-2.09439
132,45,-3.14159
105,45,9.81064e-06
103,33,-3.14159
126,9,-1.04719
26,11,-3.14159
125,25,1.04721
6,63,-2.09439
28,31,-3.14159
131,72,1.04721
82,54,1.04721
156,10,-3.14159
166,29,3.14159
155,24,1.04721
15,49,9.81064e-06
177,78,-2.09439
63,17,-3.14159
174,84,-3.14159
122,77,-2.09439
153,39,9.81064e-06
167,79,3.14159
60,66,-3.14159
27,57,9.81064e-06
100,40,2.09441
160,23,-1.04719
52,31,-3.14159
6,22,3.14159
71,30,-3.14159
46,11,9.81064e-06
88,61,3.14159
157,73,-1.04719
178,4,3.14159
138,87,3.14159
67,51,3.14159
106,17,-1.04719
143,55,-1.04719
119,42,3.14159
27,30,1.04721
157,79,-2.09439
62,26,-1.04719
110,58,1.04721
53,88,1.04721
48,47,3.14159
141,21,3.14159
49,57,1.04721
148,64,2.09441
167,14,1.04721
123,47,-2.09439
121,16,-1.04719
92,77,1.04721
64,54,9.81064e-06
69,38,-3.14159
55,41,-2.09439
95,38,-3.14159
128,11,3.14159
46,47,1.04721
167,38,-2.09439
4,16,2.09441
140,59,-1.04719
15,22,1.04721
169,45,9.81064e-06
178,81,-2.09439
61,84,3.14159
37,17,2.09441
43,79,3.14159
71,36,-2.09439
23,76,-3.14159
39,74,3.14159
23,6,-2.09439
1,24,9.81064e-06
2,65,-2.09439
21,85,-3.14159
73,3,1.04721
102,59,-1.04719
8,12,2.09441
2,35,1.04721
148,78,9.81064e-06
42,40,2.09441
146,8,-1.04719
140,51,-3.14159
40,23,3.14159
54,32,-1.04719
43,77,-2.09439
41,18,3.14159
115,53,3.14159
110,31,-2.09439
90,64,3.14159
148,74,2.09441
126,69,2.09441
88,72,-3.14159
147,77,9.81064e-06
49,51,9.81064e-06
102,74,2.09441
7,33,-1.04719
99,81,1.04721
145,62,9.81064e-06
135,72,-2.09439
148,9,2.09441
14,54,2.09441
128,73,-2.09439
3,44,-1.04719
70,61,-3.14159
150,75,2.09441
13,68,-3.14159
52,25,1.04721
160,59,1.04721
11,89,2.09441
120,77,-2.09439
162,66,2.09441
6,49,-1.04719
64,54,-2.09439
161,83,1.04721
1,14,9.81064e-06
159,80,1.04721
106,87,3.14159
128,2,3.14159
120,57,9.81064e-06
67,67,3.14159
13,37,-3.14159
108,19,-1.04719
86,14,-1.04719
6,69,-1.04719
72,0,1.04721
137,56,2.09441
168,14,-3.14159
18,63,-3.14159
83,17,-1.04719
96,14,3.14159
155,69,2.09441
166,55,9.81064e-06
167,16,3.14159
47,47,-3.14159
172,81,-2.09439
144,63,3.14159
172,45,-2.09439
75,47,2.09441
158,53,2.09441
22,27,3.14159
144,51,-3.14159
61,22,9.81064e-06
153,60,3.14159
156,46,9.81064e-06
6,65,1.04721
142,65,9.81064e-06
63,15,2.09441
76,32,1.04721
44,61,-1.04719
20,75,-3.14159
154,20,2.09441
89,19,1.04721
72,52,3.14159
32,86,-2.09439
79,86,2.09441
126,42,9.81064e-06
171,43,-2.09439
10,32,9.81064e-06
144,89,9.81064e-06
52,87,1.04721
102,27,1.04721
150,44,-2.09439
5,26,3.14159
0,33,-2.09439
98,19,9.81064e-06
102,27,-1.04719
11,30,2.09441
42,11,9.81064e-06
29,34,3.14159
24,51,-3.14159
153,23,9.81064e-06
106,32,3.14159
1,78,-2.09439
143,75,3.14159
122,31,3.14159
101,3,-3.14159
154,20,9.81064e-06
104,25,3.14159
125,51,1.04721
31,40,-1.04719
58,32,2.09441
141,74,2.09441
159,13,-1.04719
57,26,9.81064e-06
28,16,-3.14159
51,38,-3.14159
15,65,2.09441
164,70,-1.04719
153,58,2.09441
19,15,2.09441
64,30,-2.09439
154,41,-3.14159
56,6,-1.04719
166,38,-1.04719
156,18,-3.14159
97,62,9.81064e-06
84,69,-1.04719
157,83,-3.14159
56,0,-3.14159
60,51,-1.04719
61,40,-1.04719
161,86,-2.09439
172,60,1.04721
96,88,1.04721
124,31,-2.09439
124,16,-2.09439
60,40,9.81064e-06
51,49,9.81064e-06
146,62,3.14159
75,74,-2.09439
127,14,3.14159
49,13,2.09441
24,48,-1.04719
18,47,3.14159
122,46,-2.09439
173,20,2.09441
43,69,-2.09439
9,73,-3.14159
135,40,-2.09439
8,26,1.04721
42,33,3.14159
74,7,9.81064e-06
120,76,-2.09439
1,69,-2.09439
137,0,3.14159
145,12,-3.14159
23,48,9.81064e-06
27,13,2.09441
72,46,9.81064e-06
133,57,9.81064e-06
13,9,9.81064e-06
164,87,-2.09439
39,2,-2.09439
32,20,2.09441
48,67,9.81064e-06
153,65,9.81064e-06
156,62,1.04721
172,82,-1.04719
88,56,-1.04719
139,41,9.81064e-06
23,1,-2.09439
0,82,-3.14159
91,59,9.81064e-06
86,39,2.09441
83,65,-3.14159
106,82,1.04721
157,88,-3.14159
18,17,9.81064e-06
150,74,9.81064e-06
164,59,1.04721
102,79,9.81064e-06
36,48,-1.04719
57,71,9.81064e-06
23,20,3.14159
53,50,1.04721
72,14,9.81064e-06
67,42,-1.04719
159,37,9.81064e-06
5,0,-3.14159
143,81,2.09441
24,62,-1.04719
100,26,9.81064e-06
116,12,1.04721
152,85,3.14159
1,64,-1.04719
7,75,-2.09439
121,5,9.81064e-06
107,10,9.81064e-06
104,48,-3.14159
161,30,-3.14159
85,88,3.14159
110,29,-2.09439
93,55,9.81064e-06
84,53,-2.09439
7,80,3.14159
113,38,9.81064e-06
126,6,-2.09439
103,34,-2.09439
104,58,3.14159
21,18,2.09441
78,75,9.81064e-06
13,15,-3.14159
61,49,9.81064e-06
79,50,-2.09439
55,51,1.04721
49,23,-1.04719
150,65,9.81064e-06
98,71,-3.14159
62,20,-3.14159
48,61,-2.09439
38,39,9.81064e-06
119,48,-1.04719
44,17,2.09441
39,38,9.81064e-06
128,19,-3.14159
95,19,-3.14159
117,62,2.09441
29,76,1.04721
39,89,-2.09439
144,12,-3.14159
167,52,9.81064e-06
142,80,2.09441
72,82,2.09441
150,11,-2.09439
160,84,3.14159
137,2,9.81064e-06
121,79,-3.14159
145,81,-3.14159
134,80,2.09441
8,27,-2.09439
102,51,1.04721
75,66,-1.04719
111,3,-1.04719
49,39,-2.09439
53,77,-2.09439
25,16,1.04721
100,21,3.14159
97,5,-1.04719
49,44,-1.04719
18,26,-2.09439
178,15,9.81064e-06
6,13,1.04721
144,43,2.09441
125,70,3.14159
149,51,3.14159
63,16,1.04721
176,39,3.14159
88,6,9.81064e-06
21,27,-1.04719
30,25,1.04721
100,7,-1.04719
86,28,9.81064e-06
113,26,1.04721
146,52,2.09441
118,63,-3.14159
55,74,-1.04719
153,57,-2.09439
29,76,-2.09439
83,50,1.04721
104,58,9.81064e-06
71,2,3.14159
14,30,1.04721
174,2,-3.14159
166,68,9.81064e-06
20,71,1.04721
8,55,2.09441
163,69,-2.09439
116,43,3.14159
28,49,3.14159
141,30,-3.14159
70,16,-3.14159
128,63,2.09441
40,80,3.14159
18,65,3.14159
2,26,2.09441
21,5,-2.09439
129,0,-1.04719
66,50,-1.04719
86,45,3.14159
120,16,1.04721
165,64,9.81064e-06
154,65,-3.14159
52,15,-1.04719
46,23,2.09441
170,20,-3.14159
165,31,1.04721
146,0,3.14159
97,24,9.81064e-06
54,54,3.14159
39,49,-1.04719
22,54,-1.04719
3,1,-3.14159
74,34,1.04721
128,81,-3.14159
61,42,2.09441
148,47,9.81064e-06
6,58,2.09441
126,8,-3.14159
122,37,-1.04719
152,10,-3.14159
58,75,9.81064e-06
131,6,-2.09439
103,9,-2.09439
151,0,-2.09439
62,55,3.14159
179,56,-2.09439
4,67,-3.14159
86,48,-2.09439
35,83,3.14159
9,20,-1.04719
20,24,9.81064e-06
61,50,1.04721
103,40,-2.09439
90,66,-3.14159
21,15,2.09441
131,7,2.09441
164,62,2.09441
161,81,2.09441
84,71,1.04721
50,78,1.04721
162,25,-1.04719
152,24,-1.04719
74,22,1.04721
6,17,-3.14159
118,83,-2.09439
109,86,-2.09439
127,72,9.81064e-06
48,72,-2.09439
115,41,2.09441
124,89,3.14159
37,16,1.04721
36,74,-3.14159
120,71,1.04721
74,24,-1.04719
74,9,-1.04719
40,34,2.09441
40,54,9.81064e-06
34,47,1.04721
106,22,-3.14159
17,59,1.04721
16,35,3.14159
100,62,2.09441
38,62,-3.14159
35,55,1.04721
103,12,-1.04719
80,89,3.14159
153,1,2.09441
103,34,-3.14159
179,22,3.14159
8,32,9.81064e-06
100,87,3.14159
47,12,-3.14159
89,5,-1.04719
92,74,-3.14159
40,5,1.04721
90,78,2.09441
46,27,-3.14159
88,61,-3.14159
26,29,2.09441
94,25,2.09441
20,6,3.14159
66,20,9.81064e-06
114,74,9.81064e-06
3,67,1.04721
66,12,2.09441
18,58,-3.14159
48,15,-2.09439
114,51,-3.14159
79,17,-1.04719
69,77,9.81064e-06
134,58,1.04721
26,27,9.81064e-06
100,48,-2.09439
29,6,-1.04719
157,36,3.14159
37,76,1.04721
16,44,-2.09439
109,29,1.04721
48,51,1.04721
38,8,9.81064e-06
2,9,3.14159
32,59,-2.09439
133,51,-3.14159
162,44,1.04721
141,3,1.04721
146,3,-2.09439
18,12,2.09441
67,38,-3.14159
76,79,9.81064e-06
162,77,-3.14159
37,19,-1.04719
73,25,9.81064e-06
99,20,-1.04719
63,32,1.04721
147,15,1.04721
21,83,3.14159
109,33,-2.09439
126,49,1.04721
126,2,-3.14159
59,35,3.14159
34,76,2.09441
101,63,-1.04719
12,19,-2.09439
113,6,-3.14159
55,36,2.09441
13,20,-2.09439
133,4,3.14159
135,71,9.81064e-06
35,38,3.14159
12,42,1.04721
67,89,-3.14159
130,6,1.04721
40,74,3.14159
127,46,-3.14159
59,85,-2.09439
89,8,2.09441
85,48,-1.04719
145,2,1.04721
145,61,-3.14159
49,73,2.09441
4,30,1.04721
159,1,2.09441
3,58,1.04721
120,39,-1.04719
134,64,2.09441
71,34,3.14159
90,49,9.81064e-06
158,63,-1.04719
178,5,3.14159
159,20,9.81064e-06
126,73,-1.04719
15,61,-1.04719
179,41,-2.09439
132,74,3.14159
88,18,-1.04719
144,78,9.81064e-06
68,41,9.81064e-06
118,1,1.04721
96,20,-1.04719
160,28,-1.04719
46,25,-2.09439
169,85,1.04721
111,37,2.09441
46,79,-1.04719
65,36,-1.04719
45,1,-2.09439
39,88,-3.14159
59,78,-2.09439
12,72,-2.09439
118,83,-3.14159
145,75,1.04721
10,26,-3.14159
75,88,1.04721
82,24,-1.04719
4,51,-1.04719
89,19,2.09441
66,15,9.81064e-06
89,40,-1.04719
153,28,1.04721
163,34,2.09441
100,32,2.09441
144,52,1.04721
151,18,9.81064e-06
85,72,3.14159
36,81,3.14159
100,17,-2.09439
92,87,-3.14159
74,5,3.14159
113,60,9.81064e-06
13,89,9.81064e-06
6,82,-2.09439
9,20,9.81064e-06
41,78,-2.09439
88,69,-1.04719
25,60,-2.09439
142,74,9.81064e-06
174,10,-3.14159
59,31,2.09441
58,62,-2.09439
97,86,-3.14159
34,8,3.14159
70,39,-2.09439
96,47,-3.14159
137,24,-1.04719
68,10,-3.14159
134,89,1.04721
147,5,3.14159
113,21,-2.09439
9,47,-3.14159
91,60,3.14159
115,79,1.04721
56,56,-1.04719
31,11,9.81064e-06
60,85,3.14159
15,67,-2.09439
45,22,-2.09439
148,14,-3.14159
112,37,-3.14159
106,57,1.04721
36,4,-2.09439
1,71,2.09441
78,48,9.81064e-06
50,23,-2.09439
5,53,1.04721
94,7,-1.04719
1,89,2.09441
165,25,3.14159
52,26,-1.04719
0,51,-3.14159
49,47,3.14159
73,7,-3.14159
165,7,9.81064e-06
111,20,9.81064e-06
106,54,3.14159
120,89,3.14159
39,27,1.04721
140,35,-1.04719
90,65,3.14159
49,7,-1.04719
100,39,9.81064e-06
114,0,3.14159
71,34,2.09441
113,44,-2.09439
174,30,1.04721
77,88,-2.09439
34,1,-2.09439
26,12,3.14159
106,3,3.14159
142,86,-3.14159
52,65,-3.14159
87,48,-2.09439
36,49,3.14159
114,79,-2.09439
24,14,-3.14159
46,28,-1.04719
159,8,-3.14159
130,54,2.09441
23,44,9.81064e-06
113,59,1.04721
70,52,2.09441
78,39,-1.04719
117,52,-2.09439
170,76,9.81064e-06
166,68,-1.04719
29,32,-2.09439
109,57,9.81064e-06
50,77,-1.04719
20,8,9.81064e-06
128,32,9.81064e-06
75,33,9.81064e-06
45,43,-1.04719
38,44,2.09441
143,75,-3.14159
22,5,-2.09439
165,79,1.04721
47,13,9.81064e-06
16,44,3.14159
45,0,2.09441
83,17,-2.09439
114,37,1.04721
48,84,-1.04719
97,64,1.04721
27,84,-2.09439
153,57,3.14159
17,46,-1.04719
152,30,1.04721
138,86,-2.09439
115,12,3.14159
116,80,-2.09439
68,39,9.81064e-06
75,75,9.81064e-06
58,18,1.04721
17,88,2.09441
16,54,-3.14159
63,18,2.09441
80,28,-1.04719
55,8,2.09441
44,89,-1.04719
171,31,2.09441
22,65,9.81064e-06
87,49,9.81064e-06
92,67,1.04721
163,8,3.14159
123,22,2.09441
39,33,2.09441
176,66,-1.04719
93,83,1.04721
141,23,-2.09439
147,54,2.09441
61,69,-2.09439
95,28,-3.14159
55,39,-3.14159
123,17,3.14159
176,59,-2.09439
89,29,-3.14159
9,17,2.09441
136,49,3.14159
152,5,9.81064e-06
110,3,-2.09439
46,58,-3.14159
80,63,3.14159
67,67,1.04721
60,74,9.81064e-06
112,4,-3.14159
88,74,-2.09439
73,1,-1.04719
91,54,-3.14159
100,53,2.09441
149,87,-3.14159
24,10,9.81064e-06
78,50,9.81064e-06
96,38,9.81064e-06
173,19,3.14159
47,8,-1.04719
153,5,9.81064e-06
54,5,-3.14159
126,31,-3.14159
67,50,2.09441
118,86,3.14159
46,82,9.81064e-06
148,51,9.81064e-06
18,40,-2.09439
121,7,-1.04719
169,25,-3.14159
129,84,1.04721
165,74,-1.04719
152,87,3.14159
11,37,1.04721
118,51,-3.14159
35,86,-1.04719
30,89,2.09441
146,45,3.14159
97,49,-2.09439
39,16,2.09441
26,58,9.81064e-06
108,52,1.04721
64,80,3.14159
79,80,1.04721
9,75,2.09441
17,40,-2.09439
7,85,-2.09439
139,5,-3.14159
26,79,9.81064e-06
112,41,2.09441
9,9,3.14159
161,66,-1.04719
137,44,-1.04719
175,2,3.14159
145,56,-1.04719
113,18,-3.14159
116,36,-1.04719
147,66,3.14159
129,80,2.09441
68,7,2.09441
146,82,1.04721
87,36,9.81064e-06
39,44,2.09441
110,59,-3.14159
49,68,9.81064e-06
126,1,2.09441
6,79,9.81064e-06
24,88,-3.14159
26,19,-2.09439
63,54,9.81064e-06
66,83,1.04721
60,88,1.04721
58,44,-1.04719
119,39,1.04721
82,86,9.81064e-06
39,82,-1.04719
114,80,9.81064e-06
36,61,1.04721
102,66,-1.04719
163,19,9.81064e-06
15,49,-1.04719
158,81,1.04721
131,36,-2.09439
118,61,3.14159
163,75,9.81064e-06
73,75,1.04721
157,62,2.09441
24,70,-1.04719
19,65,9.81064e-06
44,46,3.14159
11,76,-3.14159
177,53,9.81064e-06
134,37,9.81064e-06
107,47,9.81064e-06
154,53,-1.04719
163,66,-2.09439
81,27,-2.09439
103,32,2.09441
96,75,2.09441
100,46,9.81064e-06
110,27,-2.09439
35,57,3.14159
103,81,-1.04719
123,20,3.14159
58,67,-3.14159
74,17,1.04721
128,80,1.04721
39,62,-2.09439
31,83,-3.14159
73,78,-3.14159
26,36,-2.09439
100,9,2.09441
122,73,1.04721
116,30,-3.14159
56,81,9.81064e-06
26,6,-3.14159
36,46,-3.14159
170,89,-3.14159
158,89,2.09441
9,48,3.14159
42,70,3.14159
118,38,2.09441
17,20,2.09441
86,84,3.14159
133,86,-2.09439
117,77,1.04721
22,14,2.09441
94,43,-2.09439
125,8,-2.09439
135,70,-1.04719
164,38,-2.09439
139,20,-2.09439
75,25,-2.09439
111,69,1.04721
24,32,3.14159
98,35,3.14159
22,13,3.14159
162,4,9.81064e-06
120,75,9.81064e-06
89,49,-3.14159
145,9,2.09441
7,12,9.81064e-06
72,18,-2.09439
109,7,-3.14159
20,74,-1.04719
173,25,-1.04719
116,35,2.09441
112,45,-2.09439
53,74,-3.14159
77,10,-1.04719
139,52,2.09441
108,41,3.14159
172,10,2.09441
41,35,2.09441
151,29,-2.09439
156,43,-1.04719
109,81,-2.09439
65,83,-3.14159
79,85,3.14159
93,56,9.81064e-06
97,68,3.14159
8,25,1.04721
29,55,-2.09439
104,16,-3.14159
68,56,3.14159
179,89,-2.09439
173,62,-3.14159
82,50,-2.09439
39,85,3.14159
73,28,-2.09439
175,8,1.04721
86,64,-2.09439
71,59,3.14159
67,16,3.14159
47,44,-1.04719
5,87,1.04721
112,75,1.04721
44,6,-2.09439
102,87,-3.14159
14,58,-1.04719
131,9,-2.09439
99,20,1.04721
101,34,2.09441
150,64,-1.04719
136,84,-3.14159
44,18,1.04721
164,55,2.09441
27,6,3.14159
100,12,-2.09439
136,61,-2.09439
77,88,2.09441
119,84,2.09441
15,33,3.14159
2,14,9.81064e-06
116,64,3.14159
71,89,9.81064e-06
122,77,1.04721
101,0,-3.14159
91,2,3.14159
156,31,3.14159
21,8,3.14159
106,18,3.14159
59,41,-2.09439
87,84,-1.04719
136,81,9.81064e-06
179,2,9.81064e-06
97,32,9.81064e-06
1,87,3.14159
97,79,-3.14159
170,3,3.14159
97,40,2.09441
149,80,2.09441
94,61,-2.09439
173,77,1.04721
51,69,2.09441
113,79,-2.09439
92,1,-3.14159
176,6,-2.09439
130,4,1.04721
151,52,3.14159
79,39,9.81064e-06
93,87,3.14159
120,8,-2.09439
27,10,-3.14159
157,17,3.14159
143,22,-1.04719
6,67,1.04721
2,38,3.14159
35,48,-2.09439
63,16,9.81064e-06
80,44,-2.09439
49,39,-1.04719
11,41,2.09441
155,48,3.14159
12,5,-1.04719
88,12,-2.09439
100,63,-2.09439
56,33,-2.09439
28,34,9.81064e-06
3,64,-2.09439
129,74,-1.04719
126,7,2.09441
21,76,2.09441
117,28,9.81064e-06
159,78,-2.09439
173,47,9.81064e-06
56,26,2.09441
8,26,3.14159
72,39,-2.09439
10,52,2.09441
149,51,2.09441
125,80,2.09441
109,40,3.14159
44,11,3.14159
175,23,2.09441
87,34,-2.09439
58,9,2.09441
140,7,-1.04719
88,8,3.14159
165,47,1.04721
129,28,2.09441
19,34,9.81064e-06
117,23,-2.09439
119,27,3.14159
103,21,3.14159
55,32,9.81064e-06
172,83,-3.14159
93,49,-1.04719
84,88,-1.04719
155,26,-3.14159
3,79,9.81064e-06
79,41,9.81064e-06
141,24,2.09441
111,85,1.04721
90,14,1.04721
79,33,-3.14159
74,57,9.81064e-06
16,49,1.04721
139,61,1.04721
71,73,-1.04719
33,88,9.81064e-06
143,31,9.81064e-06
88,34,9.81064e-06
159,44,-1.04719
154,73,1.04721
20,12,1.04721
42,27,-1.04719
23,9,3.14159
162,73,9.81064e-06
127,50,-2.09439
127,60,-1.04719
60,85,2.09441
14,35,-2.09439
112,2,3.14159
117,76,1.04721
63,21,1.04721
69,10,3.14159
145,10,-3.14159
52,37,9.81064e-06
36,2,1.04721
52,85,1.04721
123,28,2.09441
160,20,-2.09439
164,72,-2.09439
64,11,-1.04719
67,85,-1.04719
88,81,-2.09439
152,56,9.81064e-06
167,88,9.81064e-06
88,7,2.09441
58,18,-3.14159
17,59,-3.14159
107,74,9.81064e-06
37,15,-3.14159
158,82,9.81064e-06
158,89,1.04721
23,26,9.81064e-06
33,75,-1.04719
135,47,-3.14159
30,49,-2.09439
89,3,3.14159
94,48,-2.09439
104,7,-1.04719
178,17,9.81064e-06
23,20,2.09441
73,17,2.09441
138,64,-2.09439
4,52,-3.14159
98,25,-1.04719
106,43,2.09441
141,34,-3.14159
49,31,3.14159
172,75,-1.04719
41,23,1.04721
165,67,-1.04719
132,67,-1.04719
49,53,-3.14159
138,68,-3.14159
88,62,9.81064e-06
131,86,1.04721
26,69,-2.09439
86,64,2.09441
13,70,1.04721
61,68,1.04721
35,20,-3.14159
120,31,2.09441
177,51,-2.09439
163,8,-1.04719
98,78,3.14159
102,88,-3.14159
111,13,3.14159
157,67,-1.04719
28,85,-2.09439
167,25,-2.09439
89,70,-3.14159
124,75,-3.14159
109,23,-2.09439
114,5,9.81064e-06
86,41,1.04721
19,34,1.04721
130,44,2.09441
133,8,-1.04719
94,60,9.81064e-06
84,29,3.14159
125,14,-1.04719
83,22,-3.14159
76,25,-2.09439
28,38,3.14159
107,25,2.09441
68,28,-3.14159
128,81,9.81064e-06
74,87,2.09441
72,16,3.14159
169,48,-3.14159
148,22,1.04721
106,56,9.81064e-06
51,28,-1.04719
156,67,3.14159
156,56,-3.14159
154,20,-1.04719
86,16,-3.14159
151,50,-2.09439
162,24,2.09441
77,27,1.04721
166,38,2.09441
179,34,2.09441
49,53,2.09441
119,10,-1.04719
38,47,-2.09439
129,57,-3.14159
115,23,-3.14159
42,15,9.81064e-06
28,1,-1.04719
66,31,2.09441
47,16,2.09441
87,62,9.81064e-06
64,28,-1.04719
30,18,2.09441
79,40,3.14159
4,1,9.81064e-06
155,69,9.81064e-06
41,5,-2.09439
97,68,-3.14159
47,81,9.81064e-06
157,16,3.14159
168,34,3.14159
34,81,-1.04719
96,39,3.14159
18,36,-3.14159
30,29,-2.09439
26,51,-3.14159
146,85,2.09441
97,32,3.14159
94,31,9.81064e-06
106,33,-2.09439
148,75,9.81064e-06
107,48,-1.04719
78,44,-2.09439
146,3,-3.14159
154,82,1.04721
51,74,2.09441
172,23,3.14159
164,49,1.04721
156,56,3.14159
144,84,-2.09439
48,50,-2.09439
104,48,2.09441
129,55,1.04721
127,44,-2.09439
129,83,3.14159
71,8,3.14159
6,51,-1.04719
32,76,1.04721
44,40,3.14159
8,32,-3.14159
15,81,9.81064e-06
145,19,9.81064e-06
27,88,-3.14159
154,72,-1.04719
152,12,9.81064e-06
34,30,1.04721
161,47,2.09441
33,16,-1.04719
175,47,2.09441
115,2,9.81064e-06
160,79,9.81064e-06
102,19,9.81064e-06
61,45,2.09441
19,58,9.81064e-06
81,38,2.09441
12,65,2.09441
51,18,-2.09439
83,62,-1.04719
82,21,9.81064e-06
64,23,3.14159
18,31,9.81064e-06
24,31,1.04721
51,18,-1.04719
6,68,-1.04719
104,68,3.14159
38,45,-1.04719
79,1,-1.04719
165,65,2.09441
34,71,3.14159
49,86,-1.04719
78,84,-2.09439
12,38,9.81064e-06
144,42,3.14159
69,32,-1.04719
168,89,9.81064e-06
42,74,2.09441
3,3,2.09441
162,35,-1.04719
117,72,-1.04719
90,28,-3.14159
165,41,-2.09439
63,33,1.04721
140,22,-2.09439
155,15,1.04721
127,34,-1.04719
86,67,9.81064e-06
20,25,-3.14159
15,14,2.09441
100,32,-2.09439
105,24,1.04721
157,58,-2.09439
168,2,-1.04719
85,7,2.09441
127,71,-3.14159
54,72,9.81064e-06
75,10,-3.14159
86,22,-3.14159
153,59,-3.14159
177,28,2.09441
111,13,-3.14159
54,58,-1.04719
163,45,3.14159
76,40,-1.04719
32,71,-2.09439
17,87,3.14159
16,64,3.14159
43,10,3.14159
68,50,2.09441
98,56,-3.14159
102,31,9.81064e-06
71,45,2.09441
21,7,-3.14159
140,0,2.09441
35,48,1.04721
1,13,1.04721
177,22,-3.14159
116,32,9.81064e-06
23,89,1.04721
126,80,1.04721
149,55,-2.09439
113,64,-3.14159
101,46,-2.09439
65,47,3.14159
43,43,-1.04719
165,55,2.09441
129,60,1.04721
135,43,9.81064e-06
102,0,9.81064e-06
57,59,3.14159
84,5,-3.14159
146,43,-3.14159
51,27,-3.14159
63,25,1.04721
10,7,-2.09439
171,78,2.09441
62,3,-1.04719
85,36,1.04721
51,33,2.09441
144,14,-2.09439
173,18,9.81064e-06
60,80,2.09441
160,82,-1.04719
160,50,2.09441
65,13,-3.14159
16,79,1.04721
4,87,1.04721
55,16,-2.09439
100,35,-1.04719
13,19,9.81064e-06
42,6,-2.09439
68,76,9.81064e-06
90,51,3.14159
155,64,-1.04719
19,36,9.81064e-06
114,12,-3.14159
13,87,9.81064e-06
97,13,9.81064e-06
115,41,-2.09439
43,4,-1.04719
37,88,-3.14159
37,48,1.04721
90,7,1.04721
52,6,9.81064e-06
99,77,-1.04719
124,44,9.81064e-06
105,26,2.09441
113,66,9.81064e-06
150,63,1.04721
99,3,1.04721
58,87,-3.14159
164,52,3.14159
161,60,9.81064e-06
15,22,3.14159
0,3,9.81064e-06
123,55,-3.14159
148,9,1.04721
167,52,2.09441
136,36,-3.14159
75,43,-1.04719
10,19,3.14159
130,81,9.81064e-06
21,24,2.09441
144,43,1.04721
104,27,3.14159
25,75,-2.09439
119,35,-3.14159
129,82,1.04721
161,59,2.09441
113,9,-2.09439
120,81,9.81064e-06
178,88,1.04721
112,41,-1.04719
84,30,9.81064e-06
69,69,-1.04719
27,46,3.14159
134,63,9.81064e-06
101,78,2.09441
169,63,2.09441
178,38,-2.09439
83,20,2.09441
74,37,-3.14159
52,35,1.04721
99,31,-1.04719
89,4,-2.09439
18,82,-2.09439
152,85,1.04721
129,17,-3.14159
18,3,-3.14159
19,85,9.81064e-06
130,48,-3.14159
94,1,-3.14159
38,47,-3.14159
162,39,9.81064e-06
62,78,1.04721
48,82,2.09441
2,48,3.14159
57,0,2.09441
63,88,3.14159
155,30,-3.14159
95,51,3.14159
157,33,9.81064e-06
177,21,2.09441
2,87,9.81064e-06
9,36,2.09441
105,78,3.14159
101,65,1.04721
10,0,-3.14159
0,45,9.81064e-06
140,43,3.14159
18,62,-3.14159
16,62,-2.09439
8,67,2.09441
154,54,-2.09439
109,44,-2.09439
13,51,2.09441
106,13,-1.04719
143,14,-3.14159
164,15,1.04721
72,3,-1.04719
10,45,2.09441
107,42,1.04721
168,44,2.09441
145,41,-2.09439
45,39,-3.14159
127,46,9.81064e-06
12,42,-1.04719
170,16,-3.14159
179,38,3.14159
86,23,-1.04719
58,29,3.14159
77,21,2.09441
70,63,9.81064e-06
158,69,3.14159
125,71,2.09441
