X,Y
43,34
163,33
142,62
17,65
35,41
73,40
146,46
55,2
121,64
21,81
114,37
53,61
101,73
158,22
130,54
58,23
64,10
73,81
154,80
110,36
24,53
78,42
39,1
26,11
92,22
175,36
89,81
22,25
55,73
162,46
49,83
45,38
120,32
50,58
20,10
178,85
43,63
17,22
16,34
145,45
172,46
109,52
78,15
16,72
145,59
69,24
170,6
48,48
163,12
147,20
134,63
71,79
91,70
172,59
71,4
27,66
58,4
154,87
2,69
93,43
175,87
157,49
137,49
107,38
17,0
131,46
5,33
164,0
129,48
151,19
90,49
97,67
32,82
151,11
30,27
160,45
157,82
12,83
18,34
61,6
167,50
157,71
113,46
51,52
178,5
157,0
33,59
131,30
36,2
40,80
67,81
46,21
89,2
117,49
107,5
49,37
95,38
153,47
25,14
151,0
81,30
101,61
81,58
93,74
23,85
113,3
104,61
135,6
88,88
155,19
5,62
49,52
50,9
92,40
0,88
115,0
74,21
0,9
129,54
16,63
60,8
147,86
48,33
122,87
11,38
88,66
24,13
63,37
163,76
141,29
16,26
74,25
152,87
137,36
107,52
23,36
170,65
32,33
154,65
171,36
19,8
33,7
0,28
168,63
166,85
34,3
21,75
125,40
9,22
108,54
140,13
94,60
5,46
145,89
64,72
26,46
26,81
139,49
75,39
38,24
109,54
131,66
177,4
114,33
178,20
168,2
86,13
97,72
10,33
39,83
145,21
119,60
168,66
129,2
142,19
121,69
137,35
128,89
163,3
27,3
133,56
135,79
156,10
8,55
91,54
179,63
31,64
0,4
41,45
6,17
18,32
151,70
178,3
36,13
41,30
89,66
79,47
53,18
63,77
155,69
54,20
66,25
54,58
57,26
64,29
85,6
59,60
36,1
73,19
117,53
42,83
51,42
53,85
102,83
18,16
82,29
62,80
60,45
91,1
46,10
148,24
97,52
0,76
133,34
79,34
161,51
66,55
76,33
57,57
161,57
146,89
17,8
135,54
57,18
128,35
86,74
172,75
80,24
155,37
86,20
72,83
132,29
105,21
98,12
175,38
9,50
69,88
71,63
53,49
45,52
167,58
28,58
144,47
103,48
164,7
50,52
46,74
92,39
78,85
147,71
114,16
168,4
128,76
68,85
161,5
61,81
48,9
19,13
55,76
176,74
43,27
117,9
117,11
0,13
106,26
72,2
36,59
135,75
111,36
54,2
167,13
70,83
20,15
104,52
8,2
7,55
147,88
80,27
152,9
60,33
93,54
150,78
39,76
49,29
49,49
37,48
75,48
9,30
84,9
102,50
146,48
99,78
45,77
149,36
16,7
79,20
125,32
133,30
136,24
47,70
27,71
85,55
31,30
27,15
149,4
9,40
117,25
169,34
17,41
109,1
116,81
121,73
48,69
154,86
178,72
14,22
14,89
12,56
103,76
73,9
108,42
113,18
38,64
19,23
28,34
78,76
65,67
59,49
49,40
26,66
134,79
2,75
15,32
69,33
159,68
30,63
1,17
161,58
53,39
156,18
116,47
85,68
87,12
114,0
143,71
158,67
173,81
130,45
39,23
23,19
138,8
11,19
167,29
86,78
150,57
150,38
41,53
136,29
45,83
121,9
34,34
71,68
179,65
21,3
63,36
80,86
40,37
117,16
12,19
77,38
62,36
163,53
2,84
77,8
163,30
42,64
146,74
81,33
2,82
75,6
120,63
41,24
171,54
156,49
65,42
1,84
166,80
52,16
103,54
42,12
5,57
26,9
140,20
152,64
70,43
104,29
64,61
153,18
65,5
94,27
46,42
9,85
142,2
28,37
81,70
132,5
1,77
82,85
129,86
131,55
56,51
87,33
76,4
118,54
172,56
94,32
67,89
104,49
146,70
165,29
34,82
54,84
139,24
140,55
63,72
5,12
52,64
138,47
136,12
50,57
72,0
42,76
19,41
86,2
11,15
123,83
179,39
166,52
50,60
172,50
39,78
117,67
160,76
154,13
32,68
159,58
94,85
103,46
38,14
114,72
99,24
69,17
148,53
33,22
126,48
173,16
122,8
18,73
89,10
155,57
61,21
70,52
9,6
46,58
103,59
43,57
13,44
47,54
119,33
62,65
163,29
47,60
42,45
109,17
82,34
17,63
38,60
3,37
37,36
140,74
9,69
125,41
129,33
130,66
100,79
20,23
4,51
57,58
148,14
115,10
115,72
65,1
17,43
11,80
82,64
23,45
103,72
126,41
134,42
40,41
125,11
90,80
3,89
147,87
98,39
112,71
4,8
23,52
46,2
158,65
89,62
176,46
11,54
129,9
11,3
9,18
101,19
21,5
58,27
43,44
46,38
98,63
103,32
78,6
35,13
117,22
67,75
119,13
166,45
11,10
80,88
116,10
92,5
155,18
168,3
44,63
5,70
60,32
106,4
49,0
130,14
116,15
85,88
104,73
24,1
148,11
71,2
151,61
38,69
41,1
137,9
68,81
59,42
169,77
10,56
30,74
79,73
136,26
9,37
3,49
80,81
74,20
167,85
84,6
171,18
55,28
43,75
45,30
66,34
140,63
172,14
69,46
62,21
170,85
15,89
34,56
106,63
66,45
27,79
21,19
28,8
87,87
40,62
123,18
65,11
94,12
0,51
41,17
8,32
117,18
69,53
34,48
116,55
106,57
147,6
82,74
64,4
8,3
59,85
169,82
119,59
86,42
9,10
157,86
11,22
107,4
2,65
127,43
6,20
49,10
49,68
28,18
108,49
110,84
21,41
33,15
154,76
148,33
126,86
87,62
63,20
98,51
132,70
2,73
135,29
91,14
162,78
161,26
29,33
14,21
132,87
88,41
100,27
67,64
137,23
153,1
25,1
23,15
79,86
153,12
133,13
131,9
55,60
75,69
38,21
55,69
12,1
113,68
79,42
176,68
3,65
99,11
31,59
45,69
140,23
6,64
42,41
157,54
62,10
119,75
126,79
40,16
152,40
147,68
78,58
140,48
131,28
61,57
164,22
167,56
122,10
115,62
107,54
6,1
14,54
9,17
149,71
90,42
158,8
161,44
35,42
140,80
125,31
107,63
31,76
133,17
123,26
53,78
62,87
133,38
13,1
172,17
22,62
98,84
173,42
84,14
158,60
144,12
112,59
58,38
152,61
139,89
136,87
154,35
112,49
68,70
124,62
109,0
156,85
38,36
36,57
49,5
15,51
22,31
160,84
146,0
104,68
144,22
16,19
17,1
148,0
85,82
79,74
2,37
130,69
144,51
141,77
55,84
8,23
68,24
104,38
48,32
114,28
140,7
126,31
123,27
26,31
102,12
52,30
109,19
5,52
96,50
89,6
71,50
123,70
122,85
12,69
79,14
169,43
53,36
129,65
119,66
45,76
164,32
44,19
129,20
174,40
79,40
8,29
117,58
102,24
168,77
48,4
96,51
64,40
173,52
63,41
169,75
127,77
116,6
126,2
60,66
27,22
165,11
55,8
2,21
127,0
167,47
110,89
173,77
36,55
14,82
8,70
51,8
51,41
40,26
19,70
34,89
150,45
143,69
27,60
145,32
167,49
48,7
163,61
157,78
132,52
59,57
107,13
90,54
8,39
102,64
9,67
23,34
9,58
139,69
11,28
78,28
109,59
12,11
88,56
111,39
12,85
172,37
17,13
8,37
1,58
33,27
103,56
67,26
102,23
118,22
159,44
45,44
156,40
165,53
125,9
30,82
70,81
121,89
12,9
59,13
177,89
24,11
59,33
84,29
8,87
102,14
165,61
166,38
77,52
34,76
72,50
110,17
143,81
96,27
146,71
89,49
113,56
109,76
5,29
100,74
46,20
153,3
119,80
9,24
120,10
69,8
64,48
54,40
28,59
104,59
42,23
170,51
96,35
159,69
15,13
60,59
130,67
170,45
47,9
163,64
136,0
31,47
114,58
70,55
45,33
52,38
1,41
160,62
53,43
13,71
136,20
29,13
44,54
101,78
10,80
128,70
51,9
159,6
142,78
75,54
40,76
5,21
21,28
143,28
156,45
143,8
126,60
9,25
109,80
154,15
138,84
54,85
13,82
2,78
114,34
12,28
157,10
66,71
156,8
80,21
30,57
71,24
104,82
77,45
63,68
50,50
40,21
39,65
59,25
152,65
133,21
46,82
45,39
103,52
170,57
30,45
66,1
53,12
13,25
62,81
97,83
174,87
100,89
138,56
170,38
44,46
148,67
129,75
93,37
21,24
168,10
144,64
91,80
111,78
127,42
52,58
142,36
6,12
67,61
37,39
144,77
37,69
138,13
59,16
43,16
169,17
56,13
56,39
174,65
103,71
156,13
157,7
33,35
37,34
104,88
55,29
48,40
167,65
131,51
90,67
162,2
62,14
39,35
4,19
22,53
88,4
30,59
93,12
144,2
126,25
4,75
170,62
69,51
37,62
17,40
18,86
65,9
52,1
140,5
74,33
69,50
118,10
30,86
174,16
70,32
45,57
38,17
82,65
47,51
109,86
74,40
31,45
121,18
119,58
144,24
0,1
59,64
136,11
115,64
144,39
71,7
74,39
118,71
21,53
3,50
7,49
144,84
89,72
54,54
155,63
117,78
43,83
78,68
83,59
136,60
62,22
1,39
12,61
103,18
123,82
133,0
151,38
140,34
118,62
71,67
84,80
91,39
50,20
65,20
169,13
100,19
3,7
29,30
153,49
169,53
96,67
123,64
18,58
18,46
44,31
86,61
73,71
164,81
71,87
30,64
56,10
179,6
176,89
95,36
61,29
76,2
173,88
92,33
159,28
31,14
162,72
153,80
152,37
59,7
70,68
0,81
14,23
166,44
130,87
22,68
94,58
80,49
130,42
70,30
71,29
155,80
106,87
67,87
134,32
168,35
125,3
2,72
10,23
134,14
139,85
149,67
107,12
121,2
131,84
72,43
64,88
59,20
156,9
60,28
93,29
141,87
107,7
50,72
38,79
59,15
135,58
0,11
166,9
175,18
158,32
155,12
27,58
52,10
8,59
83,37
173,45
19,38
77,44
164,63
124,53
116,76
42,4
84,72
85,50
95,80
111,51
71,64
19,34
54,66
149,15
114,20
156,22
115,39
5,4
69,73
88,2
144,34
18,13
168,78
14,7
172,41
141,42
9,76
55,13
157,37
83,41
115,5
3,18
15,3
83,57
128,33
166,72
167,15
177,70
152,47
168,72
121,19
112,75
86,17
51,15
161,7
115,41
155,25
157,85
137,44
95,39
116,12
37,35
101,41
80,1
82,89
30,43
5,69
100,85
45,12
52,13
33,50
25,32
83,84
66,23
133,51
62,57
33,32
135,48
158,6
21,14
88,19
92,9
139,28
45,40
6,82
115,84
168,22
27,28
104,37
156,14
156,42
157,50
116,30
31,51
77,87
125,5
70,31
99,87
2,6
63,38
157,47
4,79
64,66
10,26
29,27
123,46
64,41
156,77
146,40
1,57
139,42
11,11
50,6
7,66
87,77
29,28
115,40
143,2
171,14
140,53
25,51
81,21
36,67
30,13
37,60
65,56
43,18
5,32
24,29
82,45
164,84
86,6
19,20
47,10
65,74
63,47
160,26
73,30
33,83
177,16
138,4
113,60
71,12
10,7
142,69
88,38
146,58
171,66
19,31
26,68
123,51
24,58
103,88
155,53
16,44
62,49
165,58
151,54
178,55
110,58
22,33
39,68
115,26
132,81
62,16
118,36
18,0
67,10
109,70
4,88
1,18
120,56
95,54
122,34
103,67
90,14
89,70
0,52
12,39
76,81
166,25
72,66
144,7
94,46
116,83
136,62
128,22
109,49
18,23
109,77
153,75
86,64
62,73
115,36
99,28
168,24
135,13
24,20
24,47
151,28
80,61
27,43
60,13
129,45
107,48
52,50
141,35
73,87
64,33
168,11
172,77
65,43
4,29
82,28
87,83
104,17
3,12
11,9
117,66
173,32
85,85
129,60
73,37
6,27
131,34
51,76
67,20
36,54
99,12
93,69
73,82
115,33
117,52
153,30
48,30
109,2
25,17
17,77
127,41
44,71
45,55
104,60
49,31
118,34
6,48
165,83
48,11
77,85
149,41
33,21
79,19
1,88
15,66
148,76
8,11
43,43
51,25
93,9
103,39
164,76
177,37
120,35
2,71
69,47
125,39
52,0
89,34
16,4
135,39
57,34
175,25
171,86
124,54
62,55
42,28
40,72
85,16
111,41
140,52
31,75
57,4
150,9
26,13
74,32
168,38
1,64
123,11
135,73
51,45
89,38
137,62
121,32
47,26
43,66
112,53
14,18
80,63
110,73
109,28
89,65
15,9
26,39
9,75
177,41
97,75
145,23
133,6
1,1
46,19
118,1
139,40
143,43
9,42
82,38
7,43
173,71
94,48
6,89
134,17
9,66
81,16
102,16
71,42
133,63
22,59
159,22
143,67
178,2
5,73
121,51
124,31
32,62
31,41
170,43
113,75
178,56
73,47
115,71
167,1
12,78
39,31
115,32
118,59
59,8
2,47
114,47
161,45
45,0
149,56
32,12
150,2
95,17
175,16
72,9
174,63
42,6
11,86
98,0
172,7
31,12
173,75
25,21
121,84
27,89
17,79
50,38
138,18
113,48
143,44
19,64
70,88
60,63
170,23
28,73
93,78
129,39
1,20
108,83
41,18
99,1
115,3
176,43
50,25
135,30
132,39
166,60
157,84
159,10
46,52
136,58
144,46
105,20
151,59
161,87
101,33
142,57
128,24
138,77
147,24
148,28
104,18
20,73
169,9
114,70
18,45
153,15
140,24
52,2
78,65
99,38
154,47
2,16
6,3
104,72
27,62
66,8
11,89
72,18
141,65
3,4
107,57
161,79
3,78
35,51
12,59
115,83
129,63
56,50
47,20
52,21
130,75
58,31
15,64
149,34
64,71
77,72
7,48
155,46
93,86
170,18
86,50
150,32
16,47
147,43
176,49
145,36
145,31
164,79
114,52
20,4
122,62
61,56
113,88
160,27
16,40
9,46
94,88
81,4
111,23
123,43
22,54
152,55
140,9
156,6
44,39
34,14
41,47
165,24
58,47
157,74
25,53
101,83
80,16
167,41
85,79
66,38
175,52
132,66
61,48
26,58
82,7
35,87
1,11
1,63
112,72
166,69
6,74
77,49
49,88
142,87
100,54
137,10
61,68
8,4
60,35
75,36
27,6
18,7
166,1
11,56
31,68
148,8
174,13
159,14
137,68
46,66
156,71
104,21
66,87
171,0
41,5
61,9
130,37
170,74
122,57
131,68
61,13
115,88
67,9
43,36
178,81
66,50
106,5
130,28
179,15
100,42
2,14
6,44
87,60
172,65
31,8
24,78
107,44
2,70
28,85
31,43
20,67
130,26
48,17
57,27
45,88
124,72
141,27
78,35
4,20
155,45
39,12
85,43
19,86
105,29
106,27
171,23
43,69
94,75
102,51
81,48
165,62
50,41
140,66
141,7
160,56
68,37
83,18
144,68
120,84
135,77
7,80
88,51
64,67
149,89
104,42
155,60
125,87
7,53
36,47
160,25
27,1
137,69
77,46
18,1
47,33
4,17
102,78
97,7
105,31
118,65
64,55
34,33
95,85
117,64
86,62
49,25
97,62
136,22
147,37
177,1
174,79
51,50
27,14
66,63
46,39
157,27
78,10
86,5
55,17
142,66
95,26
154,6
36,73
131,62
103,22
6,15
179,59
74,3
160,78
86,11
9,1
131,58
2,24
105,33
175,30
2,34
139,79
37,86
18,55
85,67
22,80
37,11
115,65
116,2
72,85
152,23
58,81
28,83
31,50
90,41
134,19
72,67
20,61
156,48
64,54
130,29
63,0
176,56
75,32
73,5
32,6
158,69
21,72
123,38
51,12
153,59
166,66
175,67
179,54
145,5
160,71
83,24
26,18
0,58
82,81
36,69
171,69
31,58
158,42
134,21
137,32
144,6
53,51
40,75
165,26
174,32
53,77
41,77
104,28
37,72
48,85
98,76
59,39
76,77
139,25
31,63
74,65
122,31
93,34
152,34
83,47
90,21
68,27
93,24
30,55
118,30
92,12
85,45
88,47
134,16
11,58
14,10
177,10
147,46
129,5
35,67
56,73
32,42
139,82
4,35
125,28
117,82
21,42
97,51
135,45
1,15
167,69
41,10
15,49
15,77
103,82
69,82
99,9
14,57
179,85
173,30
40,67
87,7
6,6
172,72
123,3
22,42
155,82
3,11
139,8
16,75
56,84
42,15
136,54
124,52
172,36
45,26
105,58
165,14
143,37
152,5
140,85
100,1
18,50
27,0
120,78
103,38
75,19
61,71
1,80
114,4
89,56
141,89
6,40
154,23
91,81
150,40
81,71
68,48
136,9
89,31
18,87
173,35
21,35
56,89
7,46
148,85
19,71
54,52
135,65
81,14
39,58
142,8
146,51
175,8
16,51
32,76
74,67
60,56
65,3
54,45
167,81
134,4
141,1
41,11
126,14
32,17
136,82
47,37
179,25
143,26
77,64
44,23
101,38
86,22
74,84
118,60
9,64
123,6
42,51
89,71
29,23
155,26
146,11
175,46
114,74
48,1
89,27
3,19
24,70
40,89
76,55
81,66
16,2
171,20
154,30
135,2
161,17
24,64
138,67
147,21
10,15
165,73
151,3
59,18
171,2
44,78
89,51
149,77
27,86
68,17
23,18
148,81
162,22
107,53
111,2
16,59
92,18
168,60
101,44
22,21
51,22
68,30
174,2
161,81
53,2
71,56
123,30
13,7
82,49
78,49
78,70
77,32
143,83
35,83
148,66
111,77
151,36
85,17
96,73
89,0
166,41
74,1
157,81
23,66
158,2
174,8
34,24
90,84
12,23
103,36
10,37
83,69
147,42
43,64
60,7
98,70
63,65
79,44
16,5
29,69
8,16
128,15
34,2
95,60
159,7
49,74
7,60
43,79
135,83
39,62
65,72
86,87
167,0
75,12
38,47
84,45
12,82
69,30
165,54
128,48
22,19
135,71
10,0
108,81
145,87
32,0
50,37
24,39
135,31
122,17
95,62
177,31
100,55
154,44
109,44
164,49
31,26
39,16
122,3
18,36
144,11
140,32
9,23
25,3
37,49
103,15
168,40
65,68
25,26
81,46
10,35
112,66
126,64
107,71
162,35
119,51
39,32
67,39
128,83
8,31
94,54
35,52
125,10
55,61
43,26
111,42
149,11
11,46
26,48
8,75
112,74
127,29
106,65
171,51
126,42
159,66
126,30
32,80
145,67
24,32
15,60
40,10
39,63
2,35
2,64
157,32
154,14
144,58
23,9
174,28
99,46
134,11
99,66
7,50
170,68
21,52
148,64
64,49
105,73
33,60
117,61
80,66
49,56
99,82
126,78
152,82
27,51
3,33
147,29
91,6
41,8
68,88
77,70
124,47
127,33
164,36
168,44
141,58
106,83
19,68
63,35
72,3
43,87
24,36
169,59
102,7
95,56
83,74
15,73
105,26
19,88
89,41
140,60
160,60
148,87
1,10
19,50
2,59
111,17
13,38
19,11
85,86
149,60
92,56
119,22
28,35
141,72
105,34
116,49
11,7
17,17
17,2
168,80
153,0
19,63
101,64
92,61
74,9
137,70
32,24
165,28
173,84
148,21
24,45
27,63
1,48
170,48
95,65
64,6
157,23
72,24
162,31
88,36
102,48
130,19
26,49
179,73
46,1
116,37
0,75
94,82
144,21
63,73
46,40
64,70
24,83
29,14
167,71
178,45
18,41
134,12
175,10
51,55
130,84
154,64
71,16
42,86
70,64
41,6
146,15
125,74
10,39
68,2
108,0
27,41
1,71
161,80
5,45
82,10
51,89
64,43
66,68
122,14
6,25
127,38
39,53
153,81
55,15
81,29
62,42
101,2
31,5
100,82
176,75
127,83
154,51
56,67
177,72
146,29
95,27
129,8
161,32
122,29
20,57
69,89
86,31
171,16
86,71
127,27
91,38
24,30
144,83
80,78
34,38
34,21
152,48
16,41
70,27
33,70
164,50
66,16
2,52
113,45
141,15
157,38
105,18
171,58
149,68
79,82
137,18
154,34
49,23
57,39
87,84
85,8
100,21
32,60
41,64
3,5
125,53
125,62
109,81
122,67
179,67
165,18
62,12
117,88
173,59
159,87
40,24
163,82
85,5
145,83
38,72
97,6
150,44
8,63
125,76
75,56
8,82
129,67
102,43
104,66
17,11
8,35
63,23
26,60
146,1
65,23
117,30
149,33
93,7
159,34
94,29
177,83
68,77
116,36
92,77
149,28
102,5
111,24
90,82
145,70
13,12
123,12
67,15
83,51
167,3
5,65
122,37
106,42
137,1
115,82
69,34
165,50
131,61
158,3
40,7
16,76
135,23
31,48
122,56
54,9
161,34
161,22
110,29
68,45
92,73
13,11
173,14
66,4
167,86
78,51
93,17
9,29
81,76
87,88
45,64
11,37
40,18
88,8
16,58
137,33
167,42
21,23
104,58
21,85
80,28
116,53
59,75
152,0
109,12
162,60
44,1
74,64
151,5
100,10
122,22
99,85
117,8
155,7
3,28
129,23
134,38
5,2
121,8
80,62
108,41
169,0
175,79
124,43
157,41
81,40
179,9
167,12
8,69
90,77
43,82
131,10
23,32
38,68
178,16
82,71
19,21
162,71
177,0
51,18
50,16
41,37
83,20
141,30
57,21
143,5
139,63
110,18
151,25
163,70
16,46
92,46
104,25
121,12
35,88
60,29
80,56
58,77
0,50
21,37
64,22
97,45
56,30
148,55
98,60
60,10
162,87
25,13
70,2
68,21
159,81
158,52
75,53
56,65
101,31
58,65
35,25
69,86
34,87
35,55
45,34
174,1
66,15
121,46
87,41
166,26
171,8
86,49
69,57
75,70
82,0
114,40
113,37
42,30
165,8
26,37
127,56
34,73
152,16
106,77
160,34
3,75
119,3
22,75
13,19
111,52
34,17
43,14
46,84
36,39
130,88
136,70
76,3
113,63
47,42
33,11
13,60
167,32
85,38
169,58
84,55
122,68
30,16
0,34
112,78
36,36
7,34
133,74
143,65
13,15
35,56
70,19
122,84
30,51
99,2
85,19
145,84
134,53
96,54
119,63
51,51
166,23
90,69
83,28
24,66
171,64
122,48
44,74
114,81
4,66
77,71
172,87
88,28
142,33
126,22
16,10
150,10
68,63
16,87
179,27
153,68
74,62
111,58
75,63
112,88
109,9
177,2
173,4
74,8
169,62
112,45
23,71
129,83
100,60
96,32
93,20
174,29
170,20
50,87
20,28
133,27
115,53
38,26
159,76
133,55
80,57
44,6
46,51
36,32
108,88
50,82
128,34
100,5
120,52
20,70
102,37
110,60
108,16
82,33
10,53
47,83
67,16
49,36
71,11
166,27
164,42
160,43
53,73
34,62
147,79
147,30
128,57
177,8
82,32
7,41
54,5
33,78
60,12
156,35
144,89
75,47
25,67
1,24
63,50
107,14
131,5
50,47
71,8
94,67
88,70
116,85
30,15
159,30
111,12
19,46
33,89
77,37
31,42
112,60
83,14
74,70
30,54
178,36
16,53
102,56
89,78
15,41
80,20
151,8
150,39
32,65
65,19
147,18
11,70
178,87
46,50
121,38
91,9
112,11
16,27
166,49
61,58
95,5
152,24
26,53
43,88
145,39
117,80
118,9
131,16
98,34
46,61
111,48
156,51
105,74
40,4
156,68
51,10
164,47
22,50
34,77
58,32
53,88
88,76
110,15
101,68
21,50
23,79
81,67
105,56
11,81
125,38
163,66
129,11
102,22
107,81
93,64
79,5
6,35
173,58
137,76
68,67
172,20
102,49
45,28
9,54
119,87
149,14
144,85
31,13
55,83
118,61
60,44
20,60
171,27
54,48
113,28
118,76
24,50
20,63
107,10
128,19
148,16
149,84
162,30
34,39
135,16
61,34
152,30
35,14
5,77
24,61
101,6
21,25
76,60
68,75
174,76
8,47
169,32
126,18
104,40
90,61
13,61
118,69
60,17
168,41
36,22
31,23
167,66
162,68
66,73
58,86
26,61
3,3
32,44
86,48
54,24
99,63
162,21
5,67
24,62
22,82
106,20
35,44
96,25
83,53
29,4
44,44
67,71
160,61
85,4
6,26
68,43
4,31
53,3
108,50
30,37
130,52
156,76
173,15
3,85
112,64
98,19
58,30
114,26
171,53
131,27
29,49
38,66
52,32
4,0
89,53
120,40
146,6
95,22
173,49
139,2
140,25
94,51
90,73
46,77
111,33
31,25
81,52
107,82
62,0
52,75
47,3
70,63
71,15
105,7
116,3
165,19
169,71
119,20
118,33
55,11
96,23
75,46
102,27
41,78
27,37
89,89
68,20
144,14
145,79
103,43
98,7
107,24
3,62
93,38
142,20
94,11
128,38
78,14
153,76
167,21
30,56
30,26
37,63
80,84
163,77
104,64
60,85
126,26
16,48
100,26
56,79
151,29
136,45
48,73
85,10
119,49
174,10
176,25
88,31
126,9
84,25
171,87
105,45
105,68
107,50
165,51
20,85
149,31
56,35
177,82
166,57
153,53
157,39
112,0
167,4
82,47
118,40
82,21
18,83
159,36
93,30
176,12
68,65
26,28
83,9
22,71
9,36
176,79
173,55
77,34
71,78
155,14
114,7
62,33
93,58
57,80
74,13
129,82
90,70
110,69
98,88
62,40
91,69
170,55
155,29
38,23
121,20
146,81
125,79
2,7
24,10
45,53
19,17
100,45
81,22
142,60
150,28
1,53
105,38
33,81
171,50
133,11
91,50
173,22
26,73
8,30
147,58
125,6
8,51
166,40
118,82
4,46
111,13
59,86
1,85
29,64
162,59
59,19
24,6
89,37
120,4
121,6
169,89
125,23
161,47
165,48
70,23
36,66
78,75
90,63
179,72
169,79
72,26
58,61
98,66
85,0
18,70
98,85
120,41
167,14
92,37
163,79
169,54
40,79
32,50
168,14
128,72
42,9
178,4
175,3
117,12
146,80
83,61
9,16
67,24
55,14
25,68
109,40
146,21
155,2
104,50
115,25
98,17
66,72
176,8
115,38
46,63
70,76
98,83
37,51
60,71
110,1
113,71
110,54
46,34
20,27
101,81
168,37
115,70
128,60
109,72
33,34
5,59
91,44
4,61
71,26
139,44
105,59
19,19
130,65
20,68
6,69
17,46
56,6
134,72
7,27
53,69
105,57
147,57
68,9
68,5
7,19
30,7
163,72
56,47
164,56
79,58
117,36
77,74
92,51
33,55
100,36
155,61
141,86
150,48
35,8
179,38
158,70
154,63
23,44
57,61
112,10
39,0
23,41
98,80
175,32
97,29
126,28
159,61
44,17
69,1
105,63
154,70
166,47
101,37
155,85
78,56
3,44
91,16
136,85
161,88
25,0
11,61
90,8
163,6
26,82
126,20
77,17
68,19
161,89
160,44
13,27
121,49
156,78
85,32
144,26
147,34
108,38
18,8
39,47
139,54
116,13
171,17
144,79
22,17
51,29
150,14
60,75
103,2
76,71
103,7
133,71
80,58
27,29
148,29
90,65
15,48
140,58
109,87
45,3
97,36
13,28
117,68
104,27
111,43
164,41
47,77
157,48
50,69
175,58
101,29
40,46
5,0
2,50
112,52
172,27
131,80
26,3
77,16
129,66
23,78
51,74
39,11
137,46
95,23
109,6
167,68
58,53
162,24
116,1
76,26
92,0
124,66
61,60
59,72
34,40
60,6
170,17
4,80
123,23
176,52
3,30
131,79
31,70
53,9
122,6
61,63
152,75
107,72
39,9
13,17
1,40
94,87
12,52
95,89
145,18
159,84
172,10
62,4
124,15
143,13
132,76
5,37
6,60
178,34
73,62
95,25
14,17
134,41
143,68
58,75
1,55
103,6
20,24
82,44
30,23
62,17
57,83
96,83
145,54
174,56
43,2
53,1
166,68
1,36
29,83
34,26
106,82
115,47
4,47
9,49
21,59
153,31
120,5
141,9
88,10
98,24
168,39
124,35
137,3
77,56
20,77
56,56
86,63
87,58
127,39
52,45
55,81
49,59
63,27
156,0
166,89
141,64
157,64
102,41
7,74
62,8
161,27
88,89
134,34
31,34
61,85
116,42
117,85
147,63
87,2
112,20
42,52
132,82
49,82
83,35
112,18
42,72
115,55
18,37
172,28
23,1
173,67
22,63
165,71
87,16
61,20
44,55
158,78
67,6
133,5
143,78
12,30
34,44
36,40
112,32
134,5
79,62
144,75
175,71
170,15
151,33
52,86
82,1
5,15
47,86
61,40
84,64
38,88
139,58
142,73
67,40
79,50
168,54
149,75
135,35
29,70
137,19
137,14
61,82
124,17
105,41
150,75
165,75
41,36
22,58
128,28
21,40
178,69
107,28
139,5
29,62
118,5
55,66
2,57
169,51
171,38
162,70
106,1
23,69
71,59
56,49
38,18
57,74
83,31
28,42
76,50
116,70
28,32
56,68
65,84
163,46
152,77
64,57
164,39
29,22
14,3
165,31
160,57
12,74
10,57
69,5
46,67
7,18
149,85
9,57
37,53
129,80
0,37
163,20
86,24
112,80
137,59
50,21
98,78
168,70
109,55
109,5
115,49
129,26
110,8
102,63
83,12
37,7
10,31
160,49
60,22
62,52
39,10
11,5
114,50
151,17
154,22
97,80
111,70
55,51
4,7
60,54
153,42
156,33
69,60
173,53
113,32
97,61
170,66
147,41
92,14
54,89
80,67
142,9
49,64
110,5
67,72
170,24
170,59
157,28
51,81
131,33
138,43
59,70
25,82
99,72
81,45
1,8
158,26
145,19
127,88
73,78
46,54
102,36
156,81
15,43
118,21
175,2
108,15
100,35
8,36
170,2
55,86
32,14
54,79
90,71
92,50
176,38
175,35
69,23
17,51
78,72
19,56
121,55
129,34
8,46
174,80
138,62
148,84
132,14
77,36
113,53
42,1
164,71
106,59
151,34
89,28
32,59
46,59
122,16
48,39
84,35
170,36
109,13
58,22
31,46
174,37
72,54
35,1
132,51
87,68
84,19
159,78
172,48
109,36
83,45
124,14
96,10
157,58
51,19
173,38
146,53
28,50
120,8
83,73
163,37
52,46
178,63
146,49
1,28
107,88
81,15
158,76
76,22
137,11
125,61
4,45
173,1
26,80
139,51
11,6
122,49
140,14
25,83
96,38
106,89
14,27
10,21
85,69
145,56
65,79
95,30
158,16
94,38
114,76
139,31
86,58
150,58
142,65
130,20
75,51
27,34
71,57
123,85
158,71
148,6
74,14
37,45
39,8
69,0
131,76
27,26
140,30
111,82
130,58
103,65
71,75
175,6
87,45
123,40
56,15
47,72
78,60
35,71
72,42
162,40
168,89
126,73
93,75
87,29
144,65
19,3
131,13
112,6
155,27
69,72
152,21
98,1
146,61
163,24
172,16
127,48
85,29
146,42
94,41
74,43
117,33
175,73
141,81
153,61
7,30
0,62
110,41
97,69
31,56
32,78
125,25
20,17
57,54
125,66
158,57
54,57
28,46
